sample_index,filename,filepath,true_class_id,true_label,keras_pred_id,keras_pred_label,keras_confidence,onnx_pred_id,onnx_pred_label,onnx_confidence,prediction_match,max_abs_diff,mean_abs_diff,cosine_similarity,is_non_batik
103,aug_0_8547.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\Sumatera_Utara_Boraspati\aug_0_8547.jpeg,34,Sumatera_Utara_Boraspati,34,Sumatera_Utara_Boraspati,0.994997,34,Sumatera_Utara_Boraspati,0.994997,True,1.44355e-08,6.035875e-10,1.00000012,False
104,aug_0_9749.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\Sumatera_Utara_Boraspati\aug_0_9749.jpeg,34,Sumatera_Utara_Boraspati,34,Sumatera_Utara_Boraspati,0.99774,34,Sumatera_Utara_Boraspati,0.99774,True,1.571607e-09,1.543986e-10,0.99999994,False
105,aug_0_2046.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\Sumatera_Utara_Boraspati\aug_0_2046.jpeg,34,Sumatera_Utara_Boraspati,34,Sumatera_Utara_Boraspati,0.993901,34,Sumatera_Utara_Boraspati,0.993901,True,1.192093e-07,4.991496e-09,1.0,False
106,non_batik_0175.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\non_batik\non_batik_0175.jpeg,35,non_batik,35,non_batik,0.998272,35,non_batik,0.998272,True,1.164153e-09,5.546822e-11,1.00000012,True
107,non_batik_0126.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\non_batik\non_batik_0126.jpeg,35,non_batik,35,non_batik,0.999744,35,non_batik,0.999744,True,1.192093e-07,3.375491e-09,1.00000012,True
108,non_batik_0120.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\non_batik\non_batik_0120.jpeg,35,non_batik,35,non_batik,0.989341,35,non_batik,0.989341,True,1.192093e-07,3.686546e-09,0.99999994,True
109,non_batik_0004.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\non_batik\non_batik_0004.jpeg,35,non_batik,35,non_batik,0.998561,35,non_batik,0.998561,True,7.275958e-10,8.243727e-11,0.99999994,True
110,non_batik_0013.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\non_batik\non_batik_0013.jpeg,35,non_batik,35,non_batik,0.999834,35,non_batik,0.999834,True,1.891749e-10,1.245387e-11,1.0,True
111,non_batik_0014.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\non_batik\non_batik_0014.jpeg,35,non_batik,35,non_batik,0.985265,35,non_batik,0.985265,True,1.192093e-07,3.647147e-09,1.0,True
112,non_batik_0016.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\non_batik\non_batik_0016.jpeg,35,non_batik,35,non_batik,0.993418,35,non_batik,0.993418,True,2.793968e-09,3.027425e-10,1.0,True
113,non_batik_0017.jpeg,Z:\Projects\Batik\datasets\raw\dataset_augmented\non_batik\non_batik_0017.jpeg,35,non_batik,35,non_batik,0.99986,35,non_batik,0.99986,True,1.192093e-07,3.329341e-09,1.0,True
